,const,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,rooms_per_household,population_per_household,bedrooms_per_room,ocean_proximity_INLAND,ocean_proximity_ISLAND,ocean_proximity_NEAR BAY,ocean_proximity_NEAR OCEAN
9221,1.0,-120.26,37.13,33.0,1239.0,250.0,648.0,227.0,2.0278,5.458149779735683,2.854625550660793,0.20177562550443906,1,0,0,0
3968,1.0,-118.58,34.2,35.0,1558.0,267.0,793.0,249.0,5.1463,6.257028112449799,3.1847389558232932,0.17137355584082156,0,0,0,0
2720,1.0,-115.52,32.77,18.0,1715.0,337.0,1166.0,333.0,2.2417,5.15015015015015,3.5015015015015014,0.19650145772594751,1,0,0,0
14732,1.0,-117.02,32.81,26.0,1998.0,301.0,874.0,305.0,5.4544,6.550819672131148,2.865573770491803,0.15065065065065064,0,0,0,0
18463,1.0,-121.7,37.2,15.0,531.0,154.0,469.0,155.0,4.65,3.425806451612903,3.0258064516129033,0.2900188323917137,0,0,0,0
17203,1.0,-119.73,34.43,35.0,2703.0,654.0,1383.0,631.0,4.5278,4.283676703645008,2.1917591125198097,0.24195338512763595,0,0,0,1
13410,1.0,-117.46,34.08,18.0,3830.0,750.0,2767.0,702.0,3.6602,5.455840455840455,3.9415954415954415,0.195822454308094,1,0,0,0
18302,1.0,-122.14,37.42,46.0,206.0,44.0,134.0,51.0,4.15,4.03921568627451,2.627450980392157,0.21359223300970873,0,0,1,0
12589,1.0,-121.5,38.52,37.0,2008.0,466.0,1261.0,427.0,2.2574,4.702576112412178,2.9531615925058547,0.23207171314741035,1,0,0,0
13826,1.0,-117.18,34.48,8.0,3561.0,691.0,2156.0,659.0,2.7778,5.403641881638847,3.2716236722306524,0.19404661611906768,1,0,0,0
12624,1.0,-121.52,38.49,5.0,3344.0,800.0,1341.0,670.0,3.6196,4.991044776119403,2.0014925373134327,0.23923444976076555,1,0,0,0
15902,1.0,-122.41,37.75,52.0,2524.0,559.0,1430.0,476.0,3.4073,5.302521008403361,3.004201680672269,0.22147385103011094,0,0,1,0
254,1.0,-122.2,37.77,49.0,2272.0,498.0,1621.0,483.0,2.4338,4.703933747412008,3.3561076604554865,0.21919014084507044,0,0,1,0
14688,1.0,-117.08,32.8,25.0,2963.0,552.0,1162.0,556.0,3.625,5.329136690647482,2.0899280575539567,0.186297671279109,0,0,0,1
3647,1.0,-118.45,34.22,8.0,2609.0,786.0,1803.0,695.0,2.7714,3.753956834532374,2.594244604316547,0.30126485243388273,0,0,0,0
6105,1.0,-117.89,34.12,35.0,1566.0,321.0,1396.0,317.0,4.05,4.94006309148265,4.403785488958991,0.2049808429118774,0,0,0,0
14971,1.0,-117.01,32.73,22.0,2526.0,530.0,1556.0,529.0,2.8646,4.775047258979206,2.941398865784499,0.20981789390340458,0,0,0,1
17676,1.0,-121.84,37.32,14.0,5762.0,1538.0,3979.0,1389.0,3.6953,4.148308135349172,2.8646508279337652,0.26692120791391877,0,0,0,0
13982,1.0,-117.28,35.13,32.0,671.0,166.0,856.0,114.0,2.6477,5.885964912280702,7.508771929824562,0.2473919523099851,1,0,0,0
7449,1.0,-118.18,33.95,42.0,2608.0,610.0,2062.0,616.0,3.5341,4.233766233766234,3.3474025974025974,0.2338957055214724,0,0,0,0
6565,1.0,-118.14,34.19,45.0,3595.0,619.0,1686.0,607.0,4.73,5.922570016474465,2.7775947281713345,0.1721835883171071,1,0,0,0
5442,1.0,-118.45,34.0,39.0,1909.0,359.0,867.0,345.0,4.7,5.533333333333333,2.5130434782608697,0.18805657412257726,0,0,0,0
8498,1.0,-118.29,33.89,33.0,2138.0,567.0,1072.0,528.0,2.7428,4.049242424242424,2.0303030303030303,0.26520112254443406,0,0,0,0
9780,1.0,-121.13,36.21,34.0,2504.0,550.0,1810.0,547.0,3.4821,4.577696526508227,3.3089579524680075,0.21964856230031948,0,0,0,0
15011,1.0,-117.04,32.77,26.0,4263.0,1037.0,2199.0,1010.0,2.734,4.2207920792079205,2.1772277227722774,0.24325592305887872,0,0,0,0
7891,1.0,-118.07,33.88,17.0,2407.0,539.0,1422.0,524.0,4.2619,4.593511450381679,2.713740458015267,0.22393020357291235,0,0,0,0
3220,1.0,-119.66,36.33,16.0,2048.0,373.0,1052.0,388.0,4.0909,5.278350515463917,2.711340206185567,0.18212890625,1,0,0,0
11561,1.0,-117.99,33.76,17.0,2545.0,737.0,1468.0,699.0,1.9439,3.6409155937052935,2.100143061516452,0.28958742632612966,0,0,0,0
5220,1.0,-118.24,33.95,36.0,2316.0,543.0,1938.0,507.0,1.25,4.568047337278107,3.8224852071005917,0.2344559585492228,0,0,0,0
10720,1.0,-117.81,33.63,17.0,4477.0,610.0,1798.0,612.0,8.1093,7.315359477124183,2.9379084967320264,0.1362519544337726,0,0,0,0
13161,1.0,-121.41,36.84,23.0,1771.0,356.0,1105.0,338.0,3.7049,5.239644970414201,3.269230769230769,0.2010163749294184,1,0,0,0
9574,1.0,-120.59,37.35,15.0,3249.0,613.0,1569.0,595.0,3.5393,5.460504201680672,2.6369747899159663,0.1886734379809172,1,0,0,0
4564,1.0,-118.26,34.07,52.0,1802.0,613.0,2382.0,587.0,1.8438,3.06984667802385,4.057921635434412,0.3401775804661487,0,0,0,0
17693,1.0,-121.81,37.28,17.0,2277.0,428.0,1887.0,422.0,5.7078,5.395734597156398,4.471563981042654,0.18796662274923145,0,0,0,0
16644,1.0,-120.62,35.28,28.0,3952.0,592.0,1469.0,571.0,6.3144,6.921190893169878,2.5726795096322244,0.14979757085020243,0,0,0,1
6976,1.0,-118.04,33.99,47.0,2530.0,565.0,1262.0,509.0,3.6475,4.970530451866405,2.479371316306483,0.22332015810276679,0,0,0,0
7484,1.0,-118.21,33.93,41.0,619.0,138.0,636.0,145.0,2.5083,4.268965517241379,4.386206896551724,0.22294022617124395,0,0,0,0
2203,1.0,-119.85,36.82,9.0,3995.0,778.0,1691.0,712.0,3.3239,5.610955056179775,2.375,0.19474342928660826,1,0,0,0
11105,1.0,-117.88,33.84,33.0,1526.0,237.0,906.0,245.0,5.1782,6.228571428571429,3.6979591836734693,0.15530799475753604,0,0,0,0
5123,1.0,-118.31,33.96,47.0,2005.0,392.0,1134.0,415.0,3.7143,4.831325301204819,2.7325301204819277,0.19551122194513715,0,0,0,0
9040,1.0,-118.09,34.68,4.0,23386.0,4171.0,10493.0,3671.0,4.0211,6.3704712612367205,2.8583492236447836,0.17835457111092107,1,0,0,0
8586,1.0,-118.39,33.9,7.0,4314.0,725.0,1699.0,718.0,8.2037,6.008356545961003,2.3662952646239552,0.16805748725081132,0,0,0,0
1165,1.0,-121.55,39.51,50.0,1050.0,288.0,485.0,260.0,1.1607,4.038461538461538,1.8653846153846154,0.2742857142857143,1,0,0,0
13207,1.0,-117.71,34.05,20.0,2281.0,444.0,1545.0,481.0,2.5735,4.742203742203742,3.212058212058212,0.19465146865409907,1,0,0,0
20401,1.0,-118.85,34.21,29.0,2195.0,414.0,1360.0,401.0,3.4773,5.473815461346633,3.3915211970074814,0.18861047835990888,0,0,0,0
14423,1.0,-117.23,32.81,28.0,1508.0,263.0,996.0,267.0,3.8026,5.647940074906367,3.730337078651685,0.17440318302387267,0,0,0,1
6491,1.0,-118.0,34.08,29.0,2003.0,401.0,1520.0,364.0,3.994,5.502747252747253,4.175824175824176,0.200199700449326,1,0,0,0
18359,1.0,-122.09,37.35,37.0,1795.0,285.0,791.0,261.0,7.5794,6.8773946360153255,3.0306513409961684,0.15877437325905291,0,0,1,0
4774,1.0,-118.34,34.04,42.0,2010.0,494.0,1203.0,427.0,1.9408,4.707259953161593,2.8173302107728335,0.24577114427860697,0,0,0,0
20239,1.0,-119.28,34.27,44.0,706.0,176.0,399.0,149.0,3.0089,4.738255033557047,2.6778523489932886,0.24929178470254956,0,0,0,1
2623,1.0,-124.07,40.81,23.0,2103.0,411.0,1019.0,387.0,2.9911,5.434108527131783,2.6330749354005167,0.19543509272467904,0,0,0,1
6226,1.0,-117.92,34.07,38.0,175.0,22.0,129.0,20.0,9.7066,8.75,6.45,0.12571428571428572,0,0,0,0
20357,1.0,-118.98,34.16,16.0,2476.0,402.0,1251.0,387.0,5.7676,6.397932816537468,3.2325581395348837,0.16235864297253635,0,0,0,0
17810,1.0,-121.86,37.4,19.0,4043.0,764.0,2196.0,708.0,6.1504,5.71045197740113,3.1016949152542375,0.18896858768241404,0,0,0,0
16229,1.0,-121.33,37.97,43.0,1511.0,292.0,721.0,320.0,3.5703,4.721875,2.253125,0.19324950363997354,1,0,0,0
4337,1.0,-118.31,34.08,27.0,1514.0,510.0,1603.0,518.0,2.8971,2.922779922779923,3.0945945945945947,0.3368560105680317,0,0,0,0
5126,1.0,-118.28,33.99,38.0,1454.0,323.0,1098.0,297.0,1.5109,4.895622895622895,3.696969696969697,0.2221458046767538,0,0,0,0
7602,1.0,-118.26,33.89,36.0,923.0,165.0,603.0,191.0,3.5687,4.832460732984293,3.157068062827225,0.17876489707475623,0,0,0,0
8479,1.0,-118.32,33.93,34.0,1536.0,273.0,804.0,287.0,4.9615,5.351916376306621,2.8013937282229966,0.177734375,0,0,0,0
11287,1.0,-117.95,33.8,34.0,1654.0,285.0,905.0,292.0,4.6389,5.664383561643835,3.0993150684931505,0.17230955259975816,0,0,0,0
20264,1.0,-119.19,34.2,36.0,1293.0,312.0,1128.0,335.0,2.1542,3.8597014925373134,3.3671641791044777,0.24129930394431554,0,0,0,1
10774,1.0,-117.9,33.64,28.0,2466.0,507.0,1081.0,465.0,3.9375,5.303225806451613,2.324731182795699,0.20559610705596107,0,0,0,0
9886,1.0,-122.29,38.3,52.0,144.0,54.0,89.0,48.0,1.0096,3.0,1.8541666666666667,0.375,0,0,1,0
2356,1.0,-119.64,36.85,15.0,2397.0,353.0,1258.0,347.0,4.9904,6.9077809798270895,3.6253602305475505,0.14726741760534,1,0,0,0
1194,1.0,-121.67,39.37,27.0,2599.0,502.0,1241.0,502.0,1.9943,5.177290836653387,2.4721115537848606,0.19315121200461716,1,0,0,0
20571,1.0,-121.99,38.53,6.0,4598.0,834.0,2561.0,812.0,3.4186,5.66256157635468,3.1539408866995076,0.18138321009134406,1,0,0,0
1958,1.0,-120.81,38.73,42.0,1276.0,260.0,799.0,259.0,2.7273,4.926640926640927,3.0849420849420848,0.20376175548589343,1,0,0,0
16609,1.0,-120.47,35.74,9.0,4267.0,785.0,2065.0,691.0,3.7303,6.175108538350217,2.9884225759768452,0.18397000234356692,0,0,0,0
17718,1.0,-121.77,37.33,8.0,3088.0,474.0,1799.0,456.0,7.2707,6.771929824561403,3.9451754385964914,0.15349740932642486,0,0,0,0
18961,1.0,-122.04,38.25,52.0,582.0,131.0,241.0,106.0,2.4,5.490566037735849,2.2735849056603774,0.22508591065292097,1,0,0,0
12978,1.0,-121.29,38.68,12.0,5098.0,1094.0,2029.0,1065.0,3.5444,4.786854460093897,1.9051643192488263,0.21459395841506473,1,0,0,0
13506,1.0,-117.33,34.12,33.0,933.0,219.0,838.0,211.0,1.3417,4.421800947867299,3.971563981042654,0.2347266881028939,1,0,0,0
5947,1.0,-117.86,34.14,33.0,2344.0,363.0,1098.0,359.0,6.2089,6.52924791086351,3.0584958217270195,0.15486348122866894,1,0,0,0
17129,1.0,-122.15,37.47,37.0,1844.0,382.0,1634.0,417.0,2.7993,4.422062350119904,3.918465227817746,0.20715835140997832,0,0,1,0
13610,1.0,-117.27,34.14,35.0,1517.0,257.0,658.0,245.0,4.4435,6.191836734693878,2.6857142857142855,0.16941331575477916,1,0,0,0
7514,1.0,-118.26,33.9,22.0,894.0,232.0,754.0,222.0,2.0096,4.027027027027027,3.3963963963963963,0.2595078299776286,0,0,0,0
3874,1.0,-118.54,34.2,37.0,1600.0,349.0,1012.0,366.0,4.1597,4.371584699453552,2.7650273224043715,0.218125,0,0,0,0
14170,1.0,-117.05,32.76,46.0,1887.0,359.0,795.0,358.0,3.25,5.270949720670391,2.2206703910614527,0.1902490726020138,0,0,0,1
2884,1.0,-118.98,35.38,24.0,1807.0,465.0,1460.0,410.0,1.4786,4.407317073170732,3.5609756097560976,0.25733259546209186,1,0,0,0
4741,1.0,-118.35,34.05,47.0,2815.0,679.0,1533.0,594.0,2.5806,4.739057239057239,2.580808080808081,0.24120781527531082,0,0,0,0
10800,1.0,-117.94,33.62,28.0,1765.0,390.0,832.0,349.0,6.5928,5.0573065902578795,2.383954154727794,0.22096317280453256,0,0,0,0
13793,1.0,-117.54,34.47,4.0,6712.0,1200.0,3126.0,1026.0,3.2277,6.541910331384016,3.046783625730994,0.17878426698450536,1,0,0,0
17664,1.0,-121.89,37.27,28.0,1481.0,256.0,688.0,221.0,5.2088,6.701357466063349,3.1131221719457014,0.17285617825793384,0,0,0,0
15404,1.0,-117.24,33.23,13.0,3756.0,648.0,1767.0,614.0,4.0776,6.1172638436482085,2.8778501628664497,0.17252396166134185,0,0,0,0
13810,1.0,-117.0,34.89,29.0,2637.0,512.0,1188.0,446.0,2.99,5.9125560538116595,2.663677130044843,0.19416003033750473,1,0,0,0
17911,1.0,-121.98,37.36,33.0,1582.0,272.0,809.0,267.0,5.7059,5.925093632958801,3.0299625468164795,0.17193426042983564,0,0,0,0
703,1.0,-122.04,37.63,21.0,1307.0,236.0,586.0,249.0,4.7813,5.248995983935743,2.353413654618474,0.180566182096404,0,0,1,0
11219,1.0,-117.9,33.8,21.0,1342.0,326.0,748.0,335.0,2.9231,4.005970149253732,2.2328358208955223,0.2429210134128167,0,0,0,0
10591,1.0,-117.78,33.68,19.0,2500.0,331.0,1027.0,327.0,6.115,7.6452599388379205,3.140672782874618,0.1324,0,0,0,0
6880,1.0,-118.09,34.07,45.0,726.0,146.0,568.0,160.0,3.0347,4.5375,3.55,0.20110192837465565,0,0,0,0
8622,1.0,-118.38,33.87,33.0,1993.0,371.0,918.0,361.0,6.9021,5.520775623268698,2.542936288088643,0.18615153035624687,0,0,0,0
15947,1.0,-122.43,37.72,52.0,3351.0,719.0,2101.0,706.0,3.0107,4.746458923512748,2.9759206798866855,0.21456281706953148,0,0,1,0
6715,1.0,-118.18,34.14,38.0,3039.0,487.0,1131.0,465.0,7.7116,6.535483870967742,2.432258064516129,0.1602500822639026,0,0,0,0
8896,1.0,-118.49,34.02,27.0,4725.0,1185.0,1945.0,1177.0,4.1365,4.014443500424809,1.6525063721325404,0.2507936507936508,0,0,0,0
13853,1.0,-117.31,34.5,14.0,2443.0,447.0,883.0,465.0,2.1111,5.253763440860215,1.8989247311827957,0.1829717560376586,1,0,0,0
13173,1.0,-121.34,36.76,15.0,2638.0,429.0,1289.0,357.0,4.1528,7.389355742296919,3.6106442577030813,0.1626231993934799,1,0,0,0
18591,1.0,-122.13,36.97,27.0,991.0,194.0,543.0,155.0,4.7188,6.393548387096774,3.503225806451613,0.19576185671039353,0,0,0,1
13027,1.0,-121.22,38.67,20.0,1412.0,226.0,700.0,227.0,4.05,6.220264317180617,3.0837004405286343,0.16005665722379603,1,0,0,0
4107,1.0,-118.37,34.14,23.0,1883.0,512.0,774.0,478.0,3.5096,3.9393305439330546,1.6192468619246863,0.27190653212958044,0,0,0,0
265,1.0,-122.19,37.78,52.0,1026.0,180.0,469.0,168.0,2.875,6.107142857142857,2.7916666666666665,0.17543859649122806,0,0,1,0
4062,1.0,-118.45,34.15,20.0,3876.0,799.0,1334.0,753.0,4.5656,5.147410358565737,1.7715803452855245,0.20614035087719298,0,0,0,0
14031,1.0,-117.15,32.74,43.0,2383.0,607.0,962.0,587.0,2.2578,4.059625212947189,1.6388415672913117,0.2547209399916072,0,0,0,1
8577,1.0,-118.41,33.89,31.0,1428.0,320.0,677.0,331.0,7.2316,4.314199395770393,2.0453172205438066,0.22408963585434175,0,0,0,0
19504,1.0,-121.02,37.65,20.0,2973.0,620.0,1996.0,570.0,3.0645,5.21578947368421,3.501754385964912,0.20854355869492094,1,0,0,0
20083,1.0,-120.28,38.03,13.0,2095.0,391.0,860.0,331.0,3.6838,6.329305135951661,2.598187311178248,0.18663484486873508,1,0,0,0
11986,1.0,-117.51,34.02,24.0,7779.0,1835.0,3996.0,1765.0,2.1764,4.407365439093485,2.2640226628895186,0.2358915027638514,1,0,0,0
8095,1.0,-118.22,33.82,17.0,5357.0,1332.0,3030.0,1266.0,1.9311,4.231437598736177,2.3933649289099526,0.24864663057681538,0,0,0,1
6103,1.0,-117.88,34.11,18.0,2923.0,670.0,1751.0,656.0,3.2383,4.4557926829268295,2.669207317073171,0.22921655833048238,0,0,0,0
5206,1.0,-118.28,33.93,41.0,936.0,257.0,913.0,226.0,2.0313,4.1415929203539825,4.039823008849558,0.2745726495726496,0,0,0,0
17078,1.0,-122.2,37.48,30.0,1170.0,258.0,610.0,243.0,3.4427,4.814814814814815,2.5102880658436213,0.2205128205128205,0,0,1,0
16057,1.0,-122.49,37.76,52.0,2245.0,425.0,1091.0,409.0,3.5909,5.488997555012225,2.667481662591687,0.18930957683741648,0,0,1,0
16754,1.0,-122.47,37.71,37.0,1046.0,251.0,822.0,239.0,3.5,4.376569037656904,3.4393305439330546,0.23996175908221798,0,0,0,1
9538,1.0,-120.71,37.39,11.0,1479.0,341.0,1476.0,327.0,3.2721,4.522935779816514,4.513761467889908,0.23056118999323869,1,0,0,0
2748,1.0,-115.57,32.78,15.0,1413.0,279.0,803.0,277.0,4.3021,5.101083032490974,2.898916967509025,0.19745222929936307,1,0,0,0
19726,1.0,-121.7,39.07,26.0,2668.0,510.0,1437.0,505.0,3.3125,5.283168316831683,2.8455445544554454,0.1911544227886057,1,0,0,0
19547,1.0,-121.0,37.63,49.0,2051.0,500.0,1525.0,467.0,1.59,4.39186295503212,3.2655246252676657,0.24378352023403219,1,0,0,0
20208,1.0,-119.21,34.31,22.0,7548.0,1038.0,2855.0,1008.0,6.729,7.488095238095238,2.8323412698412698,0.13751987281399047,0,0,0,1
786,1.0,-122.12,37.64,40.0,432.0,102.0,264.0,77.0,3.8875,5.6103896103896105,3.4285714285714284,0.2361111111111111,0,0,1,0
6979,1.0,-118.02,33.97,34.0,1903.0,293.0,887.0,306.0,6.148,6.218954248366013,2.8986928104575163,0.15396741986337362,0,0,0,0
8449,1.0,-118.35,33.91,19.0,1949.0,559.0,1282.0,498.0,2.7813,3.9136546184738954,2.57429718875502,0.28681375064135456,0,0,0,0
8659,1.0,-118.41,33.85,16.0,6123.0,1989.0,2853.0,1789.0,4.425,3.422582448295137,1.5947456679709335,0.3248407643312102,0,0,0,1
4429,1.0,-118.22,34.08,31.0,394.0,117.0,573.0,131.0,1.8173,3.0076335877862594,4.374045801526718,0.2969543147208122,0,0,0,0
1455,1.0,-121.96,37.95,7.0,3418.0,740.0,1583.0,676.0,3.6133,5.056213017751479,2.341715976331361,0.21650087770626097,1,0,0,0
4992,1.0,-118.31,33.99,45.0,1489.0,339.0,791.0,316.0,2.2339,4.712025316455696,2.5031645569620253,0.22766957689724648,0,0,0,0
3853,1.0,-118.45,34.18,33.0,2077.0,486.0,1021.0,450.0,3.6019,4.615555555555556,2.2688888888888887,0.2339913336543091,0,0,0,0
18028,1.0,-121.94,37.24,35.0,1484.0,244.0,664.0,238.0,4.675,6.235294117647059,2.7899159663865545,0.16442048517520216,0,0,0,0
314,1.0,-122.19,37.76,41.0,921.0,207.0,522.0,159.0,1.2083,5.7924528301886795,3.2830188679245285,0.2247557003257329,0,0,1,0
1826,1.0,-122.31,37.92,30.0,1014.0,236.0,537.0,204.0,2.8456,4.970588235294118,2.6323529411764706,0.23274161735700197,0,0,1,0
9730,1.0,-121.74,36.79,16.0,3841.0,620.0,1799.0,611.0,4.3814,6.286415711947627,2.944353518821604,0.1614162978391044,0,0,0,0
18952,1.0,-122.06,38.25,36.0,1818.0,323.0,953.0,298.0,3.3153,6.100671140939597,3.197986577181208,0.17766776677667767,1,0,0,0
5769,1.0,-118.3,34.16,35.0,3213.0,874.0,2401.0,819.0,2.8342,3.923076923076923,2.9316239316239314,0.2720199190787426,0,0,0,0
3030,1.0,-119.47,35.4,32.0,2167.0,421.0,1301.0,394.0,1.9718,5.5,3.302030456852792,0.19427780341485926,1,0,0,0
15314,1.0,-117.38,33.19,17.0,353.0,112.0,359.0,118.0,1.5625,2.9915254237288136,3.042372881355932,0.31728045325779036,0,0,0,1
16895,1.0,-122.36,37.58,52.0,3084.0,595.0,1324.0,571.0,5.0756,5.4010507880910685,2.318739054290718,0.1929312581063554,0,0,0,1
12635,1.0,-121.47,38.48,25.0,2969.0,551.0,1745.0,487.0,2.6382,6.096509240246407,3.5831622176591376,0.18558437184237117,1,0,0,0
5704,1.0,-118.26,34.23,38.0,1107.0,194.0,518.0,195.0,7.5582,5.676923076923077,2.6564102564102563,0.17524841915085818,0,0,0,0
9002,1.0,-118.34,33.99,48.0,1172.0,205.0,497.0,190.0,3.825,6.168421052631579,2.6157894736842104,0.17491467576791808,0,0,0,0
12432,1.0,-116.12,33.53,17.0,2421.0,820.0,2971.0,685.0,1.654,3.5343065693430655,4.337226277372263,0.33870301528294094,1,0,0,0
6019,1.0,-117.8,34.06,34.0,1081.0,205.0,1325.0,252.0,3.6298,4.2896825396825395,5.257936507936508,0.18963922294172064,1,0,0,0
5543,1.0,-118.4,33.98,36.0,2526.0,452.0,996.0,441.0,5.611,5.727891156462585,2.258503401360544,0.1789390340459224,0,0,0,0
757,1.0,-122.07,37.66,28.0,2280.0,610.0,1255.0,587.0,2.6719,3.8841567291311754,2.1379897785349233,0.2675438596491228,0,0,1,0
3540,1.0,-118.49,34.26,25.0,8389.0,1872.0,4483.0,1747.0,3.5497,4.801946193474528,2.566113337149399,0.2231493622601025,0,0,0,0
12797,1.0,-121.45,38.62,37.0,1534.0,315.0,1147.0,322.0,2.5643,4.763975155279503,3.562111801242236,0.20534550195567144,1,0,0,0
10164,1.0,-117.96,33.89,24.0,1332.0,252.0,625.0,230.0,4.4375,5.791304347826087,2.717391304347826,0.1891891891891892,0,0,0,0
4486,1.0,-118.2,34.05,8.0,762.0,204.0,728.0,174.0,2.4886,4.379310344827586,4.183908045977011,0.2677165354330709,0,0,0,0
17699,1.0,-121.82,37.28,31.0,1340.0,235.0,1336.0,270.0,4.2361,4.962962962962963,4.948148148148148,0.17537313432835822,0,0,0,0
182,1.0,-122.23,37.8,51.0,1590.0,414.0,949.0,392.0,1.9028,4.0561224489795915,2.420918367346939,0.26037735849056604,0,0,1,0
14253,1.0,-117.1,32.71,29.0,3422.0,713.0,2775.0,644.0,1.7075,5.313664596273292,4.309006211180124,0.20835768556399767,0,0,0,1
17844,1.0,-121.85,37.44,8.0,426.0,61.0,241.0,55.0,7.309,7.745454545454545,4.381818181818182,0.1431924882629108,0,0,0,0
349,1.0,-122.17,37.75,44.0,1218.0,248.0,763.0,254.0,2.3281,4.7952755905511815,3.0039370078740157,0.20361247947454844,0,0,1,0
5181,1.0,-118.26,33.94,44.0,1103.0,265.0,760.0,247.0,1.6887,4.465587044534413,3.076923076923077,0.24025385312783318,0,0,0,0
422,1.0,-122.25,37.89,42.0,2863.0,460.0,1031.0,448.0,6.7138,6.390625,2.3013392857142856,0.16067062521830247,0,0,1,0
1022,1.0,-119.78,38.69,17.0,1364.0,282.0,338.0,152.0,2.45,8.973684210526315,2.223684210526316,0.20674486803519063,1,0,0,0
2357,1.0,-119.64,36.82,14.0,4872.0,656.0,2085.0,617.0,5.6739,7.896272285251215,3.379254457050243,0.13464696223316913,1,0,0,0
16850,1.0,-122.42,37.62,40.0,1545.0,264.0,756.0,282.0,4.4643,5.4787234042553195,2.6808510638297873,0.170873786407767,0,0,0,1
15893,1.0,-122.39,37.73,52.0,1931.0,329.0,1025.0,293.0,2.9063,6.590443686006826,3.4982935153583616,0.170378042465044,0,0,1,0
13787,1.0,-117.29,35.54,35.0,7922.0,1636.0,3431.0,1329.0,3.4145,5.9608728367193375,2.581640331075997,0.20651350669022975,1,0,0,0
17818,1.0,-121.9,37.4,16.0,2998.0,603.0,1606.0,615.0,3.7622,4.87479674796748,2.611382113821138,0.20113408939292862,0,0,0,0
19498,1.0,-121.01,37.65,47.0,1713.0,334.0,570.0,297.0,2.1969,5.767676767676767,1.9191919191919191,0.19497956800934033,1,0,0,0
11229,1.0,-117.93,33.8,29.0,1672.0,267.0,891.0,281.0,4.8611,5.950177935943061,3.170818505338078,0.159688995215311,0,0,0,0
15624,1.0,-122.41,37.8,52.0,812.0,252.0,629.0,247.0,2.5875,3.2874493927125505,2.5465587044534415,0.3103448275862069,0,0,1,0
17988,1.0,-121.94,37.29,20.0,710.0,188.0,363.0,176.0,4.0962,4.034090909090909,2.0625,0.2647887323943662,0,0,0,0
10247,1.0,-117.86,33.89,22.0,4386.0,593.0,1915.0,592.0,6.6897,7.408783783783784,3.2347972972972974,0.135202918376653,0,0,0,0
18718,1.0,-122.39,40.6,22.0,2195.0,489.0,1021.0,460.0,1.4125,4.771739130434782,2.2195652173913043,0.22277904328018222,1,0,0,0
8673,1.0,-118.38,33.83,35.0,2152.0,454.0,902.0,414.0,4.5179,5.1980676328502415,2.178743961352657,0.21096654275092938,0,0,0,0
1827,1.0,-122.31,37.92,38.0,1250.0,236.0,631.0,279.0,3.724,4.480286738351254,2.261648745519713,0.1888,0,0,1,0
6902,1.0,-118.14,34.04,43.0,1949.0,464.0,1216.0,457.0,3.3214,4.264770240700219,2.660831509846827,0.23807080554130322,0,0,0,0
1874,1.0,-119.97,38.93,24.0,856.0,185.0,388.0,108.0,3.1806,7.925925925925926,3.5925925925925926,0.2161214953271028,1,0,0,0
13804,1.0,-117.55,34.25,39.0,1578.0,317.0,872.0,322.0,4.555,4.900621118012422,2.7080745341614905,0.2008871989860583,1,0,0,0
17265,1.0,-119.73,34.35,20.0,1648.0,319.0,905.0,307.0,4.375,5.368078175895765,2.9478827361563518,0.19356796116504854,0,0,0,1
19583,1.0,-120.46,37.65,17.0,315.0,89.0,130.0,58.0,1.4464,5.431034482758621,2.2413793103448274,0.28253968253968254,1,0,0,0
4105,1.0,-118.34,34.12,41.0,3257.0,679.0,1237.0,638.0,4.2415,5.105015673981192,1.938871473354232,0.20847405587964385,0,0,0,0
2460,1.0,-119.77,36.44,26.0,1727.0,289.0,802.0,259.0,3.2083,6.667953667953668,3.0965250965250966,0.1673422119281992,1,0,0,0
19253,1.0,-122.81,38.46,28.0,3580.0,611.0,1634.0,567.0,4.745,6.313932980599647,2.8818342151675487,0.17067039106145251,0,0,0,0
6974,1.0,-118.04,33.98,28.0,1617.0,507.0,1158.0,486.0,1.9688,3.3271604938271606,2.382716049382716,0.313543599257885,0,0,0,0
13620,1.0,-117.25,34.12,17.0,3107.0,752.0,2160.0,643.0,1.8463,4.83203732503888,3.3592534992223952,0.24203411651110396,1,0,0,0
1971,1.0,-120.63,38.68,14.0,1821.0,316.0,769.0,266.0,3.0789,6.845864661654136,2.8909774436090228,0.17353102690829214,1,0,0,0
7453,1.0,-118.17,33.92,36.0,2447.0,503.0,1532.0,498.0,4.3667,4.913654618473895,3.076305220883534,0.20555782590927665,0,0,0,0
20430,1.0,-118.84,34.21,16.0,4975.0,949.0,2537.0,971.0,5.2361,5.123583934088568,2.612770339855819,0.1907537688442211,0,0,0,0
5228,1.0,-118.24,33.94,37.0,869.0,241.0,1040.0,233.0,2.0,3.7296137339055795,4.463519313304721,0.2773302646720368,0,0,0,0
11654,1.0,-118.01,33.83,29.0,3963.0,772.0,2104.0,743.0,4.9803,5.33378196500673,2.831763122476447,0.19480191773908656,0,0,0,0
6258,1.0,-117.96,34.05,36.0,1475.0,270.0,1149.0,284.0,3.0904,5.193661971830986,4.045774647887324,0.18305084745762712,0,0,0,0
