,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity
3269,-121.13,37.74,31.0,677.0,144.0,523.0,159.0,2.4598,INLAND
8459,-121.99,37.27,27.0,2937.0,497.0,1454.0,511.0,5.4051,<1H OCEAN
16748,-118.22,33.94,42.0,1115.0,297.0,1412.0,325.0,3.0903,<1H OCEAN
18864,-121.83,37.3,17.0,1299.0,211.0,825.0,217.0,4.5,<1H OCEAN
6,-122.25,37.84,52.0,2535.0,489.0,1094.0,514.0,3.6591,NEAR BAY
4265,-117.31,34.35,9.0,2404.0,390.0,1074.0,359.0,5.0198,INLAND
12098,-118.26,34.1,48.0,2566.0,571.0,1421.0,563.0,3.6579,<1H OCEAN
6209,-118.05,33.72,22.0,5416.0,1271.0,2260.0,1184.0,3.8038,<1H OCEAN
16493,-124.16,40.6,39.0,1322.0,283.0,642.0,292.0,2.4519,NEAR OCEAN
7353,-118.34,34.02,50.0,1172.0,261.0,685.0,260.0,3.1442,<1H OCEAN
12706,-121.48,38.51,24.0,979.0,201.0,723.0,205.0,2.5926,INLAND
6730,-119.65,36.3,28.0,941.0,175.0,588.0,180.0,2.3466,INLAND
3342,-119.54,36.7,20.0,1815.0,375.0,1665.0,357.0,2.2448,INLAND
5901,-121.0,37.65,17.0,484.0,202.0,198.0,204.0,0.6825,INLAND
1581,-118.49,34.04,48.0,2381.0,345.0,859.0,306.0,8.0257,<1H OCEAN
3807,-122.25,38.1,52.0,2315.0,556.0,1113.0,486.0,2.5042,NEAR BAY
14261,-118.07,33.91,35.0,2228.0,463.0,1558.0,427.0,4.023,<1H OCEAN
891,-117.12,34.21,19.0,4641.0,994.0,1334.0,474.0,4.5972,INLAND
9436,-117.05,32.61,21.0,6034.0,1205.0,3795.0,1146.0,3.2633,NEAR OCEAN
1993,-121.44,38.51,27.0,7212.0,1606.0,4828.0,1549.0,2.214,INLAND
2783,-117.29,34.15,42.0,1811.0,345.0,856.0,352.0,2.9667,INLAND
12944,-121.75,37.11,18.0,3167.0,,1414.0,482.0,6.8773,<1H OCEAN
15448,-117.67,34.13,10.0,2846.0,362.0,1221.0,355.0,7.7234,INLAND
521,-117.05,32.57,22.0,2857.0,516.0,2412.0,496.0,4.7337,NEAR OCEAN
15107,-117.5,34.04,5.0,3958.0,665.0,2456.0,666.0,5.1647,INLAND
13644,-121.34,38.03,20.0,4213.0,751.0,2071.0,714.0,4.4063,INLAND
19290,-117.31,34.12,37.0,1412.0,343.0,1127.0,351.0,1.1667,INLAND
16675,-117.81,33.64,16.0,2404.0,349.0,868.0,329.0,11.0138,<1H OCEAN
9,-122.25,37.84,52.0,3549.0,707.0,1551.0,714.0,3.6912,NEAR BAY
4930,-118.35,34.25,34.0,2795.0,460.0,1267.0,443.0,6.1464,<1H OCEAN
17306,-118.17,33.97,33.0,2410.0,641.0,2106.0,593.0,2.2422,<1H OCEAN
2232,-119.25,34.27,35.0,2532.0,407.0,1338.0,422.0,4.7727,NEAR OCEAN
4361,-121.64,36.67,28.0,256.0,66.0,214.0,60.0,3.0197,<1H OCEAN
20635,-121.09,39.48,25.0,1665.0,374.0,845.0,330.0,1.5603,INLAND
6529,-117.67,33.46,18.0,1679.0,271.0,783.0,257.0,5.3999,<1H OCEAN
12045,-118.34,34.08,52.0,1421.0,163.0,495.0,167.0,10.586,<1H OCEAN
15216,-118.33,34.08,50.0,2989.0,832.0,1345.0,775.0,3.2426,<1H OCEAN
13520,-118.46,33.98,19.0,2520.0,726.0,964.0,663.0,3.8068,<1H OCEAN
16728,-118.12,34.56,5.0,6446.0,1154.0,3427.0,1104.0,3.9936,INLAND
5794,-117.11,33.74,18.0,4799.0,1035.0,1966.0,944.0,2.1182,INLAND
3132,-118.24,34.15,45.0,1235.0,271.0,499.0,263.0,3.1435,<1H OCEAN
8320,-118.41,34.29,35.0,1008.0,204.0,1162.0,215.0,3.35,<1H OCEAN
2735,-118.21,33.8,41.0,1251.0,279.0,1053.0,278.0,3.2778,NEAR OCEAN
16677,-121.85,39.74,39.0,1139.0,265.0,623.0,264.0,2.2833,INLAND
12595,-118.45,34.3,35.0,4085.0,919.0,3988.0,906.0,3.4812,<1H OCEAN
5375,-122.16,37.46,45.0,2068.0,348.0,844.0,366.0,6.227,NEAR BAY
12589,-122.09,37.99,19.0,3073.0,506.0,1773.0,493.0,5.4496,NEAR BAY
19055,-118.52,34.28,33.0,1975.0,271.0,801.0,287.0,7.8193,<1H OCEAN
1685,-116.95,32.76,13.0,5543.0,857.0,2074.0,737.0,4.9528,<1H OCEAN
4858,-122.25,37.82,28.0,3337.0,855.0,1520.0,802.0,3.9063,NEAR BAY
12460,-122.15,37.69,39.0,1670.0,308.0,957.0,335.0,5.1312,NEAR BAY
5849,-120.3,37.99,23.0,1908.0,383.0,984.0,374.0,2.517,INLAND
8315,-120.63,38.68,14.0,1821.0,316.0,769.0,266.0,3.0789,INLAND
12513,-117.58,34.1,4.0,6360.0,1584.0,3359.0,1396.0,3.5186,INLAND
1031,-118.27,34.27,27.0,5205.0,859.0,2363.0,888.0,6.1946,<1H OCEAN
10484,-119.71,34.45,35.0,2183.0,363.0,988.0,351.0,5.5922,<1H OCEAN
1221,-118.37,33.87,13.0,2907.0,726.0,1573.0,694.0,3.5048,<1H OCEAN
17707,-117.26,33.04,18.0,2229.0,346.0,1088.0,352.0,6.3525,NEAR OCEAN
12365,-118.1,33.99,35.0,1326.0,272.0,933.0,267.0,3.4306,<1H OCEAN
20100,-117.68,33.65,6.0,10395.0,1915.0,4783.0,1811.0,5.928,<1H OCEAN
11466,-122.21,37.44,35.0,1140.0,193.0,486.0,199.0,4.6908,NEAR OCEAN
14339,-119.01,35.3,7.0,8596.0,1597.0,4893.0,1520.0,3.9054,INLAND
13385,-117.25,32.77,35.0,2494.0,690.0,1126.0,624.0,4.0313,NEAR OCEAN
641,-119.08,35.42,10.0,4159.0,608.0,2089.0,591.0,5.5261,INLAND
6410,-122.06,37.4,21.0,12855.0,3226.0,7273.0,3052.0,4.3351,NEAR BAY
497,-117.93,34.03,35.0,2160.0,399.0,1694.0,403.0,3.8581,<1H OCEAN
17179,-118.45,34.05,23.0,4099.0,1287.0,2103.0,1217.0,3.7549,<1H OCEAN
7580,-117.39,33.95,35.0,3306.0,680.0,1742.0,673.0,3.7109,INLAND
2751,-121.32,38.13,5.0,3136.0,501.0,1327.0,467.0,5.5942,INLAND
9970,-117.67,33.51,18.0,1645.0,393.0,1490.0,355.0,3.4792,<1H OCEAN
489,-122.79,38.5,18.0,4839.0,918.0,2755.0,841.0,3.75,<1H OCEAN
15370,-116.5,33.95,10.0,7249.0,1882.0,4274.0,1621.0,1.6983,INLAND
8594,-120.37,38.25,13.0,4495.0,856.0,1149.0,459.0,2.5352,INLAND
588,-122.16,37.72,38.0,1007.0,245.0,618.0,239.0,2.875,NEAR BAY
454,-117.93,33.62,37.0,2204.0,428.0,807.0,410.0,7.0516,<1H OCEAN
12225,-118.27,33.99,41.0,656.0,162.0,730.0,170.0,1.8047,<1H OCEAN
8880,-120.48,35.02,17.0,2721.0,477.0,1672.0,492.0,2.9798,<1H OCEAN
5980,-117.79,33.7,6.0,1593.0,371.0,832.0,379.0,4.4286,<1H OCEAN
10077,-117.13,32.73,52.0,1148.0,214.0,481.0,215.0,5.454,NEAR OCEAN
16713,-123.47,39.8,18.0,2130.0,545.0,863.0,346.0,2.3571,INLAND
10413,-117.99,33.81,42.0,161.0,40.0,157.0,50.0,2.2,<1H OCEAN
16175,-121.63,36.67,34.0,2486.0,560.0,2443.0,557.0,2.5263,<1H OCEAN
16197,-117.16,34.08,9.0,5306.0,993.0,2630.0,925.0,4.51,INLAND
5387,-117.91,33.86,26.0,2296.0,570.0,1415.0,527.0,2.4732,<1H OCEAN
16668,-118.54,34.17,25.0,3352.0,891.0,1815.0,860.0,2.8528,<1H OCEAN
14551,-119.82,36.77,41.0,1441.0,274.0,646.0,296.0,3.0568,INLAND
5231,-121.36,37.99,8.0,1801.0,380.0,684.0,350.0,4.2589,INLAND
12270,-118.44,34.18,36.0,2077.0,496.0,1206.0,528.0,2.2326,<1H OCEAN
15223,-117.88,33.85,26.0,3924.0,781.0,2332.0,725.0,3.7772,<1H OCEAN
109,-117.85,33.85,17.0,4678.0,1065.0,2427.0,1020.0,4.2276,<1H OCEAN
16168,-121.27,38.65,25.0,2787.0,601.0,1247.0,522.0,2.9016,INLAND
11430,-121.23,37.92,28.0,590.0,129.0,315.0,99.0,1.8958,INLAND
9719,-121.93,36.6,33.0,3455.0,683.0,1704.0,663.0,4.0154,NEAR OCEAN
11481,-118.36,33.97,19.0,4651.0,1281.0,2917.0,1121.0,2.6823,<1H OCEAN
10443,-117.81,33.75,25.0,2365.0,471.0,1197.0,458.0,3.7031,<1H OCEAN
7219,-118.31,33.99,49.0,857.0,196.0,694.0,228.0,2.895,<1H OCEAN
14613,-119.71,36.76,28.0,2675.0,527.0,1392.0,521.0,2.3108,INLAND
8560,-119.71,34.41,31.0,1034.0,319.0,997.0,308.0,2.6538,NEAR OCEAN
14805,-122.05,37.36,34.0,2400.0,419.0,1017.0,384.0,4.1369,<1H OCEAN
1064,-117.29,34.14,45.0,1598.0,314.0,771.0,319.0,2.5417,INLAND
6564,-119.79,36.7,23.0,1731.0,363.0,1210.0,341.0,1.3922,INLAND
10734,-121.6,36.88,21.0,3416.0,624.0,1862.0,595.0,4.7813,<1H OCEAN
9750,-117.14,32.9,16.0,3217.0,,2054.0,687.0,4.2234,<1H OCEAN
423,-122.41,37.72,32.0,1650.0,316.0,904.0,295.0,4.0583,NEAR BAY
19459,-118.24,34.24,31.0,3019.0,469.0,1349.0,462.0,7.1463,<1H OCEAN
7295,-122.03,38.3,5.0,1569.0,199.0,713.0,209.0,6.6779,INLAND
72,-122.29,37.81,49.0,844.0,204.0,560.0,152.0,1.75,NEAR BAY
15508,-119.62,36.58,13.0,1788.0,405.0,1652.0,411.0,2.6858,INLAND
254,-121.39,38.55,18.0,1734.0,467.0,783.0,447.0,1.9044,INLAND
7408,-120.43,34.86,17.0,3172.0,506.0,1538.0,473.0,4.3125,<1H OCEAN
10385,-120.94,37.58,19.0,1549.0,369.0,770.0,370.0,2.0493,INLAND
4677,-117.88,33.78,26.0,1813.0,421.0,1235.0,343.0,3.5972,<1H OCEAN
14519,-118.56,34.19,36.0,2600.0,441.0,1246.0,426.0,4.1111,<1H OCEAN
2292,-118.02,33.84,35.0,3473.0,563.0,2091.0,580.0,4.4821,<1H OCEAN
3754,-118.1,34.58,29.0,2843.0,603.0,1517.0,573.0,2.6658,INLAND
856,-122.05,37.57,7.0,10648.0,1818.0,6075.0,1797.0,6.1047,NEAR BAY
10751,-118.36,33.89,27.0,2837.0,684.0,2141.0,648.0,3.1325,<1H OCEAN
8400,-119.25,36.32,32.0,1821.0,345.0,812.0,299.0,2.75,INLAND
11118,-121.37,38.61,42.0,945.0,193.0,460.0,193.0,3.7569,INLAND
16340,-122.42,37.81,52.0,1314.0,317.0,473.0,250.0,4.3472,NEAR BAY
5910,-117.13,34.24,17.0,2828.0,506.0,673.0,274.0,5.2563,INLAND
14254,-118.2,33.79,47.0,767.0,195.0,569.0,195.0,2.9514,NEAR OCEAN
16106,-117.29,32.92,25.0,2355.0,381.0,823.0,358.0,6.8322,NEAR OCEAN
2609,-118.23,33.76,21.0,49.0,14.0,29.0,16.0,5.0,NEAR OCEAN
16378,-118.17,34.06,36.0,871.0,201.0,2862.0,181.0,2.1845,<1H OCEAN
1983,-121.84,38.02,46.0,66.0,22.0,37.0,21.0,0.536,INLAND
16289,-119.8,36.75,41.0,1659.0,466.0,1391.0,447.0,1.3527,INLAND
18515,-118.19,33.93,40.0,1334.0,276.0,1226.0,278.0,3.4712,<1H OCEAN
4659,-118.57,34.21,23.0,4891.0,793.0,2447.0,765.0,5.8798,<1H OCEAN
6558,-121.42,38.57,38.0,1878.0,338.0,710.0,342.0,3.7731,INLAND
5446,-118.17,33.98,36.0,627.0,177.0,834.0,175.0,2.9844,<1H OCEAN
9364,-118.24,33.99,28.0,312.0,89.0,498.0,87.0,2.4107,<1H OCEAN
6668,-122.12,37.7,17.0,2488.0,617.0,1287.0,538.0,2.9922,NEAR BAY
3960,-118.62,34.17,34.0,3268.0,538.0,1463.0,519.0,6.8482,<1H OCEAN
12065,-118.18,33.77,39.0,1645.0,547.0,1339.0,499.0,1.5536,NEAR OCEAN
15444,-119.72,34.41,26.0,1648.0,378.0,954.0,405.0,3.2895,NEAR OCEAN
2624,-118.18,33.88,47.0,882.0,185.0,536.0,174.0,4.625,<1H OCEAN
1191,-119.68,36.8,7.0,2855.0,518.0,1748.0,498.0,4.2066,INLAND
19483,-121.95,37.34,25.0,5236.0,1320.0,2529.0,1213.0,3.1702,<1H OCEAN
4805,-118.58,34.19,15.0,3061.0,1079.0,2173.0,1078.0,2.85,<1H OCEAN
6241,-120.35,37.98,4.0,1658.0,301.0,676.0,278.0,3.5714,INLAND
1530,-121.99,37.34,26.0,3637.0,933.0,2249.0,905.0,3.9625,<1H OCEAN
20402,-117.02,34.89,29.0,3111.0,661.0,1530.0,608.0,2.8281,INLAND
18319,-122.3,37.98,25.0,3807.0,806.0,1821.0,792.0,3.6518,NEAR BAY
978,-122.07,37.38,26.0,1272.0,306.0,562.0,284.0,4.5644,NEAR BAY
8190,-121.47,38.56,44.0,1986.0,573.0,1044.0,490.0,1.7328,INLAND
12174,-118.15,33.89,30.0,4426.0,995.0,4196.0,921.0,3.274,<1H OCEAN
13072,-117.2,33.07,5.0,10394.0,1617.0,4496.0,1553.0,5.9289,NEAR OCEAN
4890,-117.08,33.11,31.0,1832.0,444.0,1669.0,463.0,2.2146,<1H OCEAN
16965,-118.25,34.02,32.0,1311.0,410.0,1792.0,396.0,2.3304,<1H OCEAN
1021,-122.15,37.46,30.0,4198.0,1244.0,2678.0,1147.0,3.6712,NEAR BAY
19675,-120.45,34.65,27.0,2215.0,578.0,1544.0,527.0,1.9257,NEAR OCEAN
9512,-118.1,34.07,36.0,3661.0,956.0,3816.0,931.0,2.5104,<1H OCEAN
3620,-117.9,33.67,25.0,639.0,98.0,311.0,93.0,6.6833,<1H OCEAN
11633,-117.95,34.02,19.0,1129.0,258.0,900.0,228.0,3.875,<1H OCEAN
12936,-118.59,34.2,18.0,847.0,185.0,733.0,178.0,5.2149,<1H OCEAN
17795,-118.96,37.64,11.0,3934.0,697.0,901.0,345.0,4.2381,INLAND
17514,-117.51,33.88,24.0,3044.0,602.0,2541.0,564.0,4.131,INLAND
10687,-119.47,35.14,19.0,4190.0,690.0,1973.0,702.0,3.9929,INLAND
3778,-118.29,34.03,38.0,1501.0,437.0,1777.0,441.0,2.0848,<1H OCEAN
18815,-121.97,37.93,4.0,3241.0,464.0,1552.0,494.0,6.6134,INLAND
4484,-117.04,34.89,37.0,1884.0,366.0,1052.0,353.0,3.175,INLAND
20042,-122.29,37.56,34.0,1693.0,281.0,846.0,291.0,5.3683,NEAR BAY
10674,-117.95,33.99,24.0,1219.0,177.0,610.0,185.0,6.7978,<1H OCEAN
3839,-121.75,39.4,29.0,1687.0,327.0,864.0,334.0,2.4943,INLAND
16416,-116.98,32.62,6.0,7995.0,1458.0,4771.0,1376.0,4.7068,NEAR OCEAN
7231,-118.11,34.01,41.0,815.0,252.0,775.0,231.0,2.2847,<1H OCEAN
4911,-118.08,33.98,39.0,1042.0,221.0,863.0,228.0,3.6033,<1H OCEAN
576,-122.24,40.18,39.0,2191.0,493.0,1307.0,499.0,1.6483,INLAND
17414,-118.37,34.05,41.0,2369.0,544.0,1252.0,522.0,2.9883,<1H OCEAN
5907,-118.19,34.1,39.0,2054.0,423.0,1205.0,403.0,4.239,<1H OCEAN
3771,-121.82,38.0,29.0,2070.0,452.0,985.0,420.0,2.8466,INLAND
10815,-118.46,34.16,16.0,4590.0,1200.0,2195.0,1139.0,3.8273,<1H OCEAN
20633,-121.53,39.19,27.0,2080.0,412.0,1082.0,382.0,2.5495,INLAND
13500,-122.02,37.58,15.0,3052.0,760.0,2097.0,728.0,3.3617,NEAR BAY
229,-116.98,32.75,25.0,4137.0,662.0,1905.0,630.0,4.375,<1H OCEAN
15953,-118.1,33.82,36.0,1930.0,354.0,915.0,328.0,5.2713,<1H OCEAN
17454,-118.32,33.92,35.0,1281.0,219.0,710.0,184.0,4.8304,<1H OCEAN
7141,-121.5,38.53,37.0,3642.0,684.0,1508.0,657.0,3.5231,INLAND
10610,-118.11,34.06,14.0,2628.0,668.0,2208.0,574.0,2.9764,<1H OCEAN
7144,-122.1,37.4,23.0,514.0,210.0,367.0,206.0,3.1736,NEAR BAY
12904,-120.69,36.84,18.0,902.0,195.0,771.0,174.0,2.2083,INLAND
16205,-121.99,37.37,27.0,1797.0,538.0,1610.0,531.0,4.2422,<1H OCEAN
15645,-117.22,32.83,17.0,1124.0,187.0,553.0,205.0,5.7451,NEAR OCEAN
19276,-119.55,36.37,26.0,1912.0,339.0,1002.0,311.0,3.0375,INLAND
17067,-118.4,34.19,37.0,934.0,231.0,587.0,230.0,3.625,<1H OCEAN
17066,-116.87,33.94,35.0,4448.0,906.0,2736.0,843.0,2.218,INLAND
20287,-117.11,33.19,15.0,3154.0,488.0,1656.0,429.0,5.0461,<1H OCEAN
13036,-117.25,34.12,17.0,3107.0,752.0,2160.0,643.0,1.8463,INLAND
12048,-118.45,34.22,8.0,2609.0,786.0,1803.0,695.0,2.7714,<1H OCEAN
5693,-117.81,34.12,23.0,7063.0,1176.0,3100.0,1112.0,4.8229,INLAND
8789,-118.06,33.73,16.0,4392.0,602.0,1490.0,578.0,10.5424,<1H OCEAN
5380,-118.1,34.05,26.0,1495.0,328.0,1296.0,304.0,2.913,<1H OCEAN
20573,-122.05,38.56,20.0,1005.0,168.0,457.0,157.0,5.679,INLAND
11005,-118.18,34.16,34.0,5012.0,746.0,1699.0,715.0,9.4987,<1H OCEAN
3550,-117.87,33.73,45.0,2264.0,,1970.0,499.0,3.4193,<1H OCEAN
16317,-120.84,35.32,17.0,4197.0,802.0,1656.0,732.0,3.526,NEAR OCEAN
13231,-118.09,33.95,32.0,1083.0,206.0,737.0,218.0,3.5583,<1H OCEAN
13330,-121.0,37.66,43.0,2039.0,331.0,875.0,342.0,3.9844,INLAND
9796,-121.8,40.34,26.0,4815.0,910.0,1341.0,539.0,2.881,INLAND
5428,-119.67,34.47,35.0,2700.0,422.0,1995.0,383.0,4.9757,<1H OCEAN
13198,-121.84,37.38,34.0,762.0,182.0,611.0,193.0,3.5625,<1H OCEAN
16801,-121.99,37.82,22.0,1248.0,271.0,579.0,269.0,3.375,<1H OCEAN
962,-121.24,37.94,5.0,2232.0,488.0,1857.0,435.0,2.8705,INLAND
12742,-121.0,39.26,14.0,810.0,151.0,302.0,138.0,3.1094,INLAND
19613,-122.29,37.85,52.0,477.0,119.0,218.0,106.0,2.5682,NEAR BAY
19429,-118.38,34.04,45.0,767.0,130.0,254.0,118.0,6.2895,<1H OCEAN
13803,-121.08,39.21,17.0,3033.0,590.0,1319.0,583.0,2.4811,INLAND
12922,-118.29,34.09,35.0,2624.0,1116.0,3548.0,1008.0,2.0132,<1H OCEAN
12016,-122.21,37.78,44.0,1729.0,414.0,1240.0,393.0,2.3125,NEAR BAY
10891,-118.59,34.14,19.0,1303.0,155.0,450.0,145.0,10.5511,<1H OCEAN
4782,-118.38,34.05,35.0,3517.0,879.0,1632.0,784.0,3.0956,<1H OCEAN
1201,-119.35,36.2,31.0,1783.0,382.0,1266.0,358.0,2.2264,INLAND
4374,-117.39,34.04,27.0,2919.0,549.0,1841.0,564.0,2.8682,INLAND
9835,-118.16,34.02,34.0,1474.0,511.0,1962.0,501.0,1.8715,<1H OCEAN
12017,-118.12,34.68,12.0,5319.0,875.0,2439.0,779.0,4.6629,INLAND
17252,-118.4,34.05,43.0,1028.0,145.0,394.0,149.0,10.4519,<1H OCEAN
2148,-120.92,37.6,12.0,4485.0,805.0,2445.0,832.0,3.7611,INLAND
12068,-118.38,33.83,20.0,2270.0,498.0,1070.0,521.0,4.4615,<1H OCEAN
15641,-117.93,33.66,18.0,2043.0,250.0,702.0,246.0,9.6062,<1H OCEAN
18974,-121.5,38.58,5.0,761.0,306.0,2031.0,295.0,0.7526,INLAND
8666,-122.35,38.3,18.0,3735.0,557.0,1504.0,521.0,5.6304,NEAR BAY
7501,-118.45,34.26,35.0,1637.0,300.0,894.0,302.0,4.175,<1H OCEAN
14532,-118.2,34.02,26.0,36.0,9.0,35.0,9.0,1.625,<1H OCEAN
4935,-117.11,32.58,21.0,2894.0,685.0,2109.0,712.0,2.2755,NEAR OCEAN
14448,-118.14,33.9,26.0,2145.0,471.0,1150.0,429.0,3.5972,<1H OCEAN
13035,-121.32,38.41,17.0,4401.0,655.0,1970.0,639.0,5.8239,INLAND
3513,-122.06,37.36,35.0,2693.0,493.0,1343.0,455.0,6.0777,<1H OCEAN
12417,-117.1,32.72,5.0,1615.0,387.0,1094.0,394.0,2.2024,NEAR OCEAN
679,-119.73,36.83,14.0,3348.0,491.0,1584.0,493.0,5.0828,INLAND
11568,-122.29,37.88,52.0,2159.0,424.0,824.0,388.0,3.8897,NEAR BAY
17567,-120.33,38.0,14.0,1944.0,330.0,822.0,314.0,3.5,INLAND
6173,-117.11,32.7,37.0,2045.0,502.0,1920.0,472.0,1.8125,NEAR OCEAN
10943,-121.9,37.39,42.0,42.0,14.0,26.0,14.0,1.7361,<1H OCEAN
9103,-122.24,37.47,36.0,2021.0,433.0,1117.0,432.0,3.929,NEAR OCEAN
13816,-118.28,34.01,48.0,483.0,190.0,775.0,188.0,2.3309,<1H OCEAN
12772,-114.65,32.79,21.0,44.0,33.0,64.0,27.0,0.8571,INLAND
11478,-122.46,37.65,21.0,2751.0,502.0,2027.0,491.0,5.2573,NEAR OCEAN
66,-122.3,37.81,48.0,1455.0,354.0,788.0,332.0,0.8056,NEAR BAY
7284,-119.04,34.34,35.0,462.0,90.0,334.0,96.0,5.3582,<1H OCEAN
5952,-118.17,33.84,45.0,1853.0,328.0,945.0,320.0,5.0787,<1H OCEAN
4254,-118.32,34.1,28.0,1759.0,716.0,1463.0,620.0,1.7306,<1H OCEAN
705,-121.03,40.35,52.0,5486.0,1044.0,1977.0,754.0,2.1833,INLAND
211,-121.77,36.92,9.0,4934.0,1112.0,3198.0,977.0,3.5,<1H OCEAN
2824,-120.02,39.24,24.0,1602.0,426.0,751.0,257.0,1.7609,INLAND
4420,-117.18,32.76,8.0,3694.0,997.0,1297.0,807.0,3.6492,NEAR OCEAN
16961,-118.58,34.23,35.0,1917.0,314.0,1019.0,340.0,4.8929,<1H OCEAN
20380,-118.22,34.13,47.0,1585.0,420.0,949.0,366.0,2.7098,<1H OCEAN
9079,-121.9,37.34,50.0,1345.0,287.0,791.0,254.0,3.5966,<1H OCEAN
9891,-118.27,34.17,52.0,2010.0,,908.0,326.0,6.9135,<1H OCEAN
16508,-118.32,34.2,36.0,2110.0,346.0,984.0,342.0,6.9909,<1H OCEAN
15377,-119.48,36.44,22.0,1389.0,290.0,1185.0,271.0,2.0857,INLAND
8266,-121.95,37.35,48.0,1246.0,294.0,697.0,284.0,3.6118,<1H OCEAN
4548,-119.06,36.07,20.0,2683.0,553.0,1497.0,548.0,1.7031,INLAND
940,-122.36,37.94,27.0,844.0,249.0,583.0,265.0,0.9687,NEAR BAY
8389,-122.06,37.96,10.0,7136.0,1691.0,2959.0,1507.0,3.9816,NEAR BAY
6499,-118.9,34.4,16.0,2614.0,575.0,1163.0,524.0,1.5781,<1H OCEAN
15239,-118.01,33.81,18.0,5238.0,1083.0,3032.0,1065.0,4.4583,<1H OCEAN
16079,-122.19,38.09,8.0,614.0,118.0,278.0,115.0,6.3735,NEAR BAY
10470,-122.53,37.66,25.0,7778.0,1493.0,4674.0,1451.0,5.4694,NEAR OCEAN
8824,-117.25,32.78,36.0,1527.0,427.0,710.0,312.0,2.7857,NEAR OCEAN
16765,-117.9,36.95,19.0,99.0,26.0,51.0,22.0,1.7292,INLAND
3137,-122.39,37.72,45.0,2893.0,570.0,1923.0,535.0,3.6607,NEAR BAY
5763,-118.49,34.02,29.0,2709.0,799.0,1238.0,793.0,3.1563,<1H OCEAN
13766,-118.08,34.09,32.0,3214.0,718.0,2316.0,751.0,3.7066,<1H OCEAN
8769,-117.12,32.76,17.0,1559.0,462.0,821.0,428.0,2.0139,NEAR OCEAN
11205,-117.68,34.99,33.0,1589.0,307.0,853.0,272.0,4.2292,INLAND
11816,-117.27,34.13,40.0,1298.0,254.0,793.0,268.0,3.0721,INLAND
1991,-118.25,33.78,32.0,296.0,139.0,511.0,133.0,1.4444,NEAR OCEAN
7653,-121.14,39.1,13.0,1085.0,227.0,629.0,214.0,5.0389,INLAND
2977,-117.92,33.91,27.0,2558.0,310.0,891.0,316.0,9.5561,<1H OCEAN
15710,-118.99,35.39,36.0,1438.0,348.0,1054.0,341.0,1.8319,INLAND
4134,-116.94,32.87,24.0,2824.0,441.0,1480.0,471.0,5.2614,<1H OCEAN
1061,-121.97,37.54,31.0,1949.0,344.0,986.0,322.0,4.6349,<1H OCEAN
19213,-120.43,36.99,16.0,1027.0,199.0,673.0,193.0,2.9688,INLAND
4853,-122.82,38.61,41.0,2720.0,501.0,987.0,364.0,4.0294,<1H OCEAN
3164,-122.14,37.67,34.0,3036.0,533.0,1366.0,500.0,4.2386,NEAR BAY
19669,-117.88,33.7,24.0,534.0,88.0,249.0,74.0,5.3254,<1H OCEAN
10697,-121.45,38.54,41.0,1278.0,308.0,839.0,280.0,1.4702,INLAND
6396,-118.1,33.92,35.0,2017.0,383.0,1388.0,386.0,4.0774,<1H OCEAN
16324,-121.91,39.14,45.0,845.0,155.0,343.0,136.0,2.125,INLAND
15350,-118.45,34.25,36.0,1453.0,270.0,808.0,275.0,4.3839,<1H OCEAN
3491,-121.84,37.25,25.0,5939.0,989.0,3275.0,954.0,5.6488,<1H OCEAN
3819,-121.82,37.37,40.0,802.0,149.0,445.0,143.0,4.0446,<1H OCEAN
10814,-118.14,33.84,45.0,1908.0,361.0,890.0,342.0,4.575,<1H OCEAN
6394,-118.88,34.42,20.0,728.0,120.0,360.0,115.0,6.1244,<1H OCEAN
12199,-121.26,37.96,43.0,527.0,133.0,367.0,152.0,2.5,INLAND
8491,-117.16,32.74,21.0,1882.0,486.0,903.0,482.0,3.06,NEAR OCEAN
10404,-117.09,32.74,42.0,1986.0,472.0,1472.0,475.0,2.1757,NEAR OCEAN
2333,-118.14,33.9,39.0,1379.0,282.0,883.0,291.0,3.3375,<1H OCEAN
11331,-121.8,37.26,18.0,3631.0,947.0,2357.0,757.0,2.875,<1H OCEAN
13613,-119.11,34.33,14.0,4026.0,769.0,1825.0,671.0,3.5541,<1H OCEAN
13071,-121.2,37.8,24.0,1698.0,344.0,927.0,313.0,3.5625,INLAND
18366,-118.15,34.1,52.0,4325.0,823.0,1927.0,795.0,3.9485,<1H OCEAN
20087,-122.31,37.54,38.0,1946.0,407.0,975.0,417.0,4.0726,NEAR OCEAN
10128,-122.4,37.68,36.0,3595.0,815.0,1649.0,755.0,3.3816,NEAR BAY
6384,-118.13,34.12,46.0,3156.0,430.0,1109.0,423.0,10.7397,<1H OCEAN
19293,-121.34,38.59,22.0,3273.0,480.0,1151.0,463.0,8.05,INLAND
8497,-122.97,38.5,44.0,3234.0,746.0,1112.0,470.0,1.9265,<1H OCEAN
13735,-117.25,33.06,6.0,9859.0,1448.0,4194.0,1401.0,6.439,NEAR OCEAN
2577,-122.18,37.91,31.0,7200.0,876.0,2428.0,843.0,10.9405,NEAR BAY
6530,-118.46,33.98,27.0,2217.0,520.0,806.0,458.0,3.8935,<1H OCEAN
