"","age","balance","campaign","contact","day","default","duration","education","housing","job","loan","marital","month","pdays","poutcome","previous","y"
"37511",32,4908,2,"cellular",13,"no",491,"tertiary","no","services","yes","married","may",-1,"unknown",0,"no"
"37512",40,830,3,"cellular",13,"no",873,"primary","yes","blue-collar","no","married","may",370,"failure",2,"yes"
"37513",32,0,2,"cellular",13,"no",440,"tertiary","yes","technician","yes","single","may",-1,"unknown",0,"yes"
"37514",55,639,5,"telephone",13,"no",992,"tertiary","yes","technician","no","married","may",370,"other",3,"no"
"37515",38,4406,2,"telephone",13,"no",689,"primary","yes","blue-collar","no","married","may",-1,"unknown",0,"yes"
"37516",37,121,4,"cellular",13,"no",302,"secondary","yes","blue-collar","yes","married","may",-1,"unknown",0,"no"
"37518",44,4837,3,"cellular",13,"no",324,"secondary","yes","services","no","married","may",-1,"unknown",0,"no"
"37520",41,1204,2,"cellular",13,"no",310,"tertiary","yes","management","yes","married","may",-1,"unknown",0,"no"
"37521",52,3332,4,"cellular",13,"no",182,"secondary","yes","entrepreneur","yes","married","may",-1,"unknown",0,"no"
"37523",38,1354,2,"cellular",13,"no",364,"secondary","yes","unemployed","no","single","may",343,"failure",4,"no"
"37524",49,4976,9,"cellular",13,"no",36,"tertiary","yes","entrepreneur","no","married","may",173,"failure",1,"no"
"37525",29,1768,3,"cellular",13,"no",426,"primary","yes","blue-collar","no","single","may",344,"other",1,"no"
"37526",35,-255,3,"cellular",13,"no",196,"secondary","yes","technician","no","married","may",265,"failure",2,"no"
"37527",33,181,7,"cellular",13,"no",25,"secondary","yes","technician","no","single","may",-1,"unknown",0,"no"
"37528",32,-446,2,"cellular",13,"no",126,"secondary","no","blue-collar","no","married","may",344,"failure",1,"no"
"37529",39,30,3,"cellular",13,"no",201,"tertiary","yes","management","no","single","may",-1,"unknown",0,"no"
"37530",42,83,5,"cellular",13,"no",300,"secondary","no","services","no","divorced","may",358,"failure",6,"no"
"37531",35,78,3,"telephone",13,"no",630,"secondary","yes","services","no","divorced","may",371,"failure",3,"no"
"37532",47,897,4,"telephone",13,"no",48,"secondary","yes","services","no","single","may",176,"failure",2,"no"
"37535",32,396,3,"cellular",13,"no",205,"tertiary","yes","technician","no","married","may",-1,"unknown",0,"no"
"37536",27,89,3,"cellular",14,"no",68,"secondary","yes","student","no","single","may",-1,"unknown",0,"no"
"37537",35,1417,3,"cellular",14,"no",65,"secondary","yes","services","no","married","may",-1,"unknown",0,"no"
"37542",26,130,7,"cellular",14,"no",24,"tertiary","yes","services","no","single","may",302,"failure",1,"no"
"37543",29,65,6,"cellular",14,"no",9,"secondary","yes","admin.","no","single","may",-1,"unknown",0,"no"
"37544",38,1149,4,"cellular",14,"no",91,"tertiary","yes","management","no","divorced","may",-1,"unknown",0,"no"
"37545",42,1398,6,"telephone",14,"no",36,"primary","no","blue-collar","no","married","may",-1,"unknown",0,"no"
"37546",31,22546,6,"cellular",14,"no",8,"tertiary","yes","management","no","married","may",267,"failure",4,"no"
"37547",37,1140,3,"cellular",14,"no",33,"secondary","yes","services","no","married","may",-1,"unknown",0,"no"
"37549",28,674,4,"telephone",14,"no",921,"primary","yes","blue-collar","no","married","may",-1,"unknown",0,"no"
"37551",35,568,2,"cellular",14,"no",119,"unknown","yes","blue-collar","no","married","may",293,"failure",1,"no"
"37552",35,1284,5,"telephone",14,"no",13,"primary","yes","blue-collar","no","single","may",-1,"unknown",0,"no"
"37553",45,528,7,"cellular",14,"no",16,"primary","yes","blue-collar","no","married","may",-1,"unknown",0,"no"
"37555",34,183,4,"cellular",14,"no",259,"secondary","yes","services","no","single","may",-1,"unknown",0,"no"
"37558",32,822,8,"cellular",14,"no",19,"secondary","yes","blue-collar","no","married","may",366,"failure",6,"no"
"37560",56,126,2,"cellular",14,"no",113,"secondary","no","blue-collar","no","married","may",-1,"unknown",0,"no"
"37563",28,20,5,"cellular",14,"no",17,"secondary","yes","admin.","no","single","may",370,"other",4,"no"
"37564",47,120,6,"telephone",14,"no",18,"secondary","yes","admin.","no","married","may",365,"failure",11,"no"
"37567",42,325,4,"cellular",14,"no",99,"primary","yes","blue-collar","no","married","may",-1,"unknown",0,"no"
"37568",39,0,15,"cellular",14,"no",11,"tertiary","yes","management","no","married","may",261,"failure",38,"no"
"37569",44,206,1,"cellular",14,"no",78,"secondary","yes","services","no","divorced","may",365,"failure",1,"no"
"37570",31,466,1,"cellular",14,"no",164,"secondary","yes","management","no","married","may",-1,"unknown",0,"no"
"37573",56,244,3,"cellular",14,"no",465,"secondary","yes","blue-collar","no","married","may",-1,"unknown",0,"no"
"37574",43,1437,1,"cellular",14,"no",94,"secondary","yes","blue-collar","no","married","may",-1,"unknown",0,"no"
"37578",43,276,6,"cellular",14,"no",33,"secondary","yes","blue-collar","no","single","may",-1,"unknown",0,"no"
"37579",33,1521,1,"cellular",14,"no",222,"secondary","yes","admin.","no","married","may",-1,"unknown",0,"no"
"37580",34,529,1,"cellular",14,"no",325,"secondary","yes","blue-collar","no","married","may",351,"failure",3,"no"
"37581",26,3944,2,"cellular",14,"no",974,"tertiary","yes","management","no","single","may",-1,"unknown",0,"yes"
"37582",32,469,1,"cellular",14,"no",925,"tertiary","yes","management","no","single","may",-1,"unknown",0,"no"
"37584",35,-269,4,"cellular",14,"no",344,"tertiary","yes","technician","yes","married","may",-1,"unknown",0,"no"
"37586",55,203,5,"telephone",14,"no",9,"secondary","yes","self-employed","no","married","may",174,"other",12,"no"
"37588",54,3344,8,"cellular",14,"no",12,"secondary","yes","admin.","no","single","may",-1,"unknown",0,"no"
"37590",36,1336,7,"cellular",14,"no",42,"unknown","yes","blue-collar","yes","married","may",-1,"unknown",0,"no"
"37591",35,257,1,"cellular",14,"no",186,"secondary","yes","blue-collar","no","married","may",-1,"unknown",0,"no"
"37593",26,619,1,"cellular",14,"no",720,"primary","yes","blue-collar","yes","single","may",352,"failure",1,"no"
"37594",36,3988,1,"cellular",14,"no",141,"secondary","yes","services","yes","married","may",-1,"unknown",0,"no"
"37595",33,100,8,"cellular",14,"no",11,"secondary","yes","services","no","single","may",297,"other",7,"no"
"37596",44,-182,10,"cellular",14,"no",10,"secondary","yes","blue-collar","yes","married","may",-1,"unknown",0,"no"
"37598",37,241,1,"cellular",14,"no",189,"secondary","yes","services","no","divorced","may",371,"failure",1,"no"
"37599",37,2139,3,"cellular",14,"no",146,"secondary","yes","technician","no","single","may",-1,"unknown",0,"no"
"37603",41,2361,1,"cellular",14,"no",91,"unknown","no","blue-collar","no","married","may",-1,"unknown",0,"no"
"37604",39,133,4,"cellular",14,"no",84,"secondary","yes","technician","no","married","may",352,"other",4,"no"
"37606",31,982,1,"cellular",14,"no",182,"secondary","yes","blue-collar","no","single","may",-1,"unknown",0,"no"
"37607",32,159,1,"cellular",14,"no",46,"secondary","yes","services","yes","single","may",-1,"unknown",0,"no"
"37610",39,523,1,"cellular",14,"no",306,"secondary","yes","blue-collar","no","single","may",-1,"unknown",0,"no"
"37613",32,-133,1,"cellular",14,"no",119,"secondary","yes","admin.","no","single","may",352,"failure",2,"no"
"37614",34,-204,6,"cellular",14,"no",61,"primary","yes","blue-collar","no","married","may",-1,"unknown",0,"no"
"37616",33,0,2,"cellular",14,"no",83,"tertiary","yes","management","yes","married","may",-1,"unknown",0,"no"
"37617",35,-566,2,"cellular",14,"no",151,"secondary","yes","blue-collar","no","divorced","may",353,"failure",2,"no"
"37618",39,49,1,"cellular",14,"no",566,"secondary","yes","blue-collar","no","married","may",370,"failure",2,"no"
"37619",33,1233,1,"cellular",14,"no",141,"secondary","yes","blue-collar","no","married","may",-1,"unknown",0,"no"
"37620",31,1270,1,"cellular",14,"no",291,"secondary","yes","admin.","no","single","may",364,"other",1,"no"
"37621",28,84,1,"cellular",14,"no",287,"secondary","yes","admin.","yes","married","may",-1,"unknown",0,"no"
"37625",38,2048,1,"cellular",14,"no",123,"secondary","no","blue-collar","yes","divorced","may",-1,"unknown",0,"no"
"37626",31,125,1,"cellular",14,"no",201,"secondary","yes","blue-collar","no","married","may",350,"failure",2,"no"
"37627",31,328,1,"cellular",14,"no",414,"tertiary","yes","blue-collar","no","single","may",175,"failure",1,"no"
"37629",37,833,1,"cellular",14,"no",212,"tertiary","yes","management","no","single","may",-1,"unknown",0,"no"
"37630",31,554,1,"cellular",14,"no",317,"primary","yes","blue-collar","no","married","may",352,"failure",5,"no"
"37632",32,22,1,"cellular",14,"no",145,"secondary","yes","blue-collar","no","married","may",-1,"unknown",0,"no"
"37638",30,31,1,"cellular",14,"no",23,"tertiary","yes","student","no","single","may",-1,"unknown",0,"no"
"37642",36,242,1,"cellular",14,"no",20,"tertiary","yes","management","no","married","may",-1,"unknown",0,"no"
"37644",35,602,6,"cellular",14,"no",467,"primary","yes","blue-collar","no","married","may",-1,"unknown",0,"no"
"37646",28,3,1,"cellular",14,"no",9,"primary","yes","services","no","married","may",-1,"unknown",0,"no"
"37648",36,307,1,"cellular",14,"no",341,"tertiary","yes","self-employed","no","married","may",330,"other",2,"no"
"37649",36,869,1,"cellular",14,"no",102,"secondary","yes","admin.","no","divorced","may",350,"failure",1,"no"
"37650",49,1769,2,"cellular",14,"no",283,"tertiary","yes","blue-collar","no","married","may",-1,"unknown",0,"no"
"37651",54,8,1,"cellular",14,"no",143,"primary","yes","services","no","married","may",-1,"unknown",0,"no"
"37653",28,61,3,"cellular",14,"no",428,"secondary","yes","blue-collar","no","single","may",-1,"unknown",0,"no"
"37654",38,6182,3,"cellular",14,"no",484,"secondary","yes","services","no","divorced","may",177,"other",1,"no"
"37656",43,688,3,"cellular",14,"no",149,"secondary","yes","blue-collar","no","divorced","may",-1,"unknown",0,"no"
"37657",43,117,1,"cellular",14,"no",73,"secondary","yes","blue-collar","no","married","may",370,"failure",1,"no"
"37661",23,0,1,"cellular",14,"no",223,"secondary","yes","blue-collar","no","married","may",-1,"unknown",0,"no"
"37662",36,85,1,"cellular",14,"no",76,"tertiary","no","management","no","single","may",-1,"unknown",0,"no"
"37666",26,66,1,"cellular",14,"no",451,"secondary","yes","admin.","no","single","may",339,"failure",3,"no"
"37667",29,500,3,"cellular",14,"no",273,"secondary","yes","technician","no","single","may",-1,"unknown",0,"no"
"37668",31,17924,1,"cellular",14,"no",745,"tertiary","yes","self-employed","no","single","may",174,"failure",3,"yes"
"37669",55,8180,2,"cellular",14,"no",854,"primary","no","blue-collar","no","divorced","may",360,"failure",1,"yes"
"37670",39,20928,1,"cellular",14,"no",1166,"secondary","no","services","no","married","may",352,"other",1,"no"
"37673",44,275,5,"cellular",14,"no",7,"secondary","yes","admin.","no","single","may",367,"failure",4,"no"
"37675",49,87,2,"telephone",14,"no",162,"primary","yes","blue-collar","no","single","may",-1,"unknown",0,"no"
"37677",37,0,7,"cellular",14,"no",17,"secondary","yes","admin.","yes","divorced","may",-1,"unknown",0,"no"
"37678",40,270,2,"cellular",14,"no",255,"secondary","yes","unemployed","no","married","may",345,"failure",1,"no"
"37680",43,62,1,"cellular",14,"no",133,"primary","yes","management","no","married","may",300,"failure",3,"no"
"37681",37,9,1,"cellular",14,"no",165,"secondary","yes","admin.","no","single","may",-1,"unknown",0,"no"
"37682",35,341,1,"cellular",14,"no",345,"secondary","yes","services","no","married","may",-1,"unknown",0,"yes"
"37683",48,194,1,"cellular",14,"no",263,"primary","yes","blue-collar","no","divorced","may",-1,"unknown",0,"no"
"37684",35,3863,1,"cellular",14,"no",125,"secondary","yes","admin.","no","married","may",175,"failure",1,"no"
"37685",50,1629,1,"cellular",14,"no",67,"primary","yes","blue-collar","no","divorced","may",-1,"unknown",0,"no"
"37686",31,640,2,"cellular",14,"no",411,"secondary","yes","services","no","married","may",-1,"unknown",0,"no"
"37687",35,-146,1,"cellular",14,"no",279,"tertiary","yes","management","no","single","may",266,"failure",1,"no"
"37689",33,705,2,"cellular",14,"no",112,"secondary","yes","blue-collar","no","married","may",-1,"unknown",0,"no"
"37691",31,8781,1,"cellular",14,"no",680,"secondary","yes","admin.","no","married","may",177,"success",1,"yes"
"37694",39,3202,8,"cellular",14,"no",14,"tertiary","yes","management","no","single","may",-1,"unknown",0,"no"
"37695",48,-70,1,"cellular",14,"no",243,"unknown","no","admin.","no","divorced","may",-1,"unknown",0,"no"
"37696",29,6429,1,"cellular",14,"no",535,"secondary","yes","admin.","yes","married","may",352,"failure",2,"no"
"37697",49,816,7,"cellular",14,"no",12,"secondary","yes","entrepreneur","no","divorced","may",-1,"unknown",0,"no"
"37699",38,1211,1,"cellular",14,"no",498,"secondary","yes","technician","no","single","may",358,"success",1,"no"
"37701",28,0,7,"telephone",14,"no",62,"secondary","yes","services","no","married","may",-1,"unknown",0,"no"
"37702",50,-581,2,"cellular",14,"no",877,"secondary","yes","blue-collar","no","married","may",345,"failure",5,"no"
"37703",40,846,1,"cellular",14,"no",204,"primary","yes","admin.","no","single","may",-1,"unknown",0,"no"
"37704",48,-407,2,"cellular",14,"no",210,"secondary","yes","admin.","no","divorced","may",352,"failure",1,"no"
"37706",34,902,1,"cellular",14,"no",159,"tertiary","yes","management","no","married","may",367,"other",2,"no"
"37707",28,-504,1,"cellular",14,"no",578,"secondary","yes","admin.","yes","divorced","may",-1,"unknown",0,"yes"
"37708",59,2260,1,"cellular",14,"no",303,"tertiary","yes","management","no","married","may",-1,"unknown",0,"no"
"37709",31,183,1,"cellular",14,"no",258,"secondary","yes","blue-collar","no","single","may",300,"success",1,"no"
"37710",55,366,1,"cellular",14,"no",161,"primary","yes","management","no","married","may",364,"failure",1,"no"
"37711",26,-930,1,"cellular",14,"yes",786,"secondary","yes","admin.","no","single","may",-1,"unknown",0,"yes"
"37712",39,1738,1,"cellular",14,"no",633,"tertiary","yes","management","no","married","may",358,"other",1,"yes"
"37713",29,21,4,"cellular",14,"no",107,"tertiary","yes","management","no","single","may",371,"failure",3,"no"
"37714",46,233,4,"cellular",14,"no",57,"tertiary","yes","management","yes","divorced","may",-1,"unknown",0,"no"
"37716",39,-237,2,"cellular",14,"no",64,"secondary","yes","technician","no","single","may",-1,"unknown",0,"no"
"37717",42,22,4,"cellular",14,"no",116,"primary","yes","blue-collar","no","single","may",365,"failure",1,"no"
"37718",35,113,3,"cellular",14,"no",318,"primary","yes","blue-collar","no","married","may",-1,"unknown",0,"no"
"37719",30,0,3,"cellular",14,"no",47,"secondary","yes","technician","no","married","may",-1,"unknown",0,"no"
"37721",37,969,2,"cellular",14,"no",343,"unknown","yes","blue-collar","no","married","may",-1,"unknown",0,"no"
"37723",28,3,2,"cellular",14,"no",138,"secondary","no","admin.","no","single","may",-1,"unknown",0,"no"
"37724",42,142,5,"cellular",14,"no",11,"primary","yes","blue-collar","no","married","may",-1,"unknown",0,"no"
"37725",28,206,2,"cellular",14,"no",155,"primary","yes","blue-collar","no","married","may",-1,"unknown",0,"no"
"37726",55,785,1,"cellular",14,"no",47,"secondary","yes","retired","no","married","may",370,"failure",2,"no"
"37730",45,345,3,"telephone",14,"no",289,"primary","yes","blue-collar","no","married","may",-1,"unknown",0,"no"
"37732",30,43,1,"cellular",14,"no",91,"secondary","yes","admin.","no","single","may",370,"failure",2,"no"
"37734",28,375,1,"cellular",14,"no",43,"tertiary","yes","technician","no","single","may",350,"other",1,"no"
"37736",40,973,1,"cellular",14,"no",449,"secondary","no","blue-collar","no","divorced","may",-1,"unknown",0,"yes"
"37739",37,397,5,"telephone",14,"no",13,"primary","yes","blue-collar","no","married","may",-1,"unknown",0,"no"
"37740",48,541,1,"cellular",14,"no",72,"tertiary","yes","management","no","divorced","may",363,"other",2,"no"
"37741",46,431,4,"cellular",14,"no",157,"secondary","yes","blue-collar","no","married","may",367,"failure",1,"no"
"37743",34,175,2,"cellular",14,"no",50,"secondary","yes","blue-collar","no","married","may",364,"failure",2,"no"
"37747",43,214,1,"cellular",14,"no",335,"secondary","yes","technician","no","single","may",-1,"unknown",0,"no"
